"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
enter,10,4,0.0005129783523135324,7.928170772798445e-05
www.ldew.com.subs16+1win150ppmx3,2,1,0.00010259567046270647,1.9820426931996114e-05
appreciated,1,2,5.129783523135324e-05,3.964085386399223e-05
semi,1,1,5.129783523135324e-05,1.9820426931996114e-05
apart,1,2,5.129783523135324e-05,3.964085386399223e-05
delivered,4,1,0.00020519134092541295,1.9820426931996114e-05
exp,1,1,5.129783523135324e-05,1.9820426931996114e-05
30apr,1,1,5.129783523135324e-05,1.9820426931996114e-05
strong,2,4,0.00010259567046270647,7.928170772798445e-05
arm,1,6,5.129783523135324e-05,0.0001189225615919767
maaaan,1,1,5.129783523135324e-05,1.9820426931996114e-05
guessin,1,1,5.129783523135324e-05,1.9820426931996114e-05
walmart,1,3,5.129783523135324e-05,5.946128079598835e-05
ilol,1,1,5.129783523135324e-05,1.9820426931996114e-05
personally,1,1,5.129783523135324e-05,1.9820426931996114e-05
wuldnt,1,1,5.129783523135324e-05,1.9820426931996114e-05
mite,1,5,5.129783523135324e-05,9.910213465998058e-05
creepy,1,2,5.129783523135324e-05,3.964085386399223e-05
lunchtime,1,1,5.129783523135324e-05,1.9820426931996114e-05
organise,1,1,5.129783523135324e-05,1.9820426931996114e-05
08719181513,2,1,0.00010259567046270647,1.9820426931996114e-05
complete,2,7,0.00010259567046270647,0.0001387429885239728
passable,1,1,5.129783523135324e-05,1.9820426931996114e-05
phd,1,1,5.129783523135324e-05,1.9820426931996114e-05
5years,1,1,5.129783523135324e-05,1.9820426931996114e-05
easier,1,4,5.129783523135324e-05,7.928170772798445e-05
nok,2,1,0.00010259567046270647,1.9820426931996114e-05
87021,3,1,0.0001538935056940597,1.9820426931996114e-05
txtin,4,1,0.00020519134092541295,1.9820426931996114e-05
150p/tone,5,1,0.0002564891761567662,1.9820426931996114e-05
4info,4,1,0.00020519134092541295,1.9820426931996114e-05
prakesh,1,1,5.129783523135324e-05,1.9820426931996114e-05
apps,1,3,5.129783523135324e-05,5.946128079598835e-05
rofl,1,3,5.129783523135324e-05,5.946128079598835e-05
betta,1,1,5.129783523135324e-05,1.9820426931996114e-05
invest,1,2,5.129783523135324e-05,3.964085386399223e-05
anti,1,3,5.129783523135324e-05,5.946128079598835e-05
aging,1,1,5.129783523135324e-05,1.9820426931996114e-05
product,1,1,5.129783523135324e-05,1.9820426931996114e-05
1hr,1,2,5.129783523135324e-05,3.964085386399223e-05
delay,1,2,5.129783523135324e-05,3.964085386399223e-05
accommodation,1,1,5.129783523135324e-05,1.9820426931996114e-05
various,1,3,5.129783523135324e-05,5.946128079598835e-05
global,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.phb1.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
ph:08700435505150p,1,1,5.129783523135324e-05,1.9820426931996114e-05
submitting,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.textcomp.com,2,1,0.00010259567046270647,1.9820426931996114e-05
08712405020,3,1,0.0001538935056940597,1.9820426931996114e-05
snatch,1,1,5.129783523135324e-05,1.9820426931996114e-05
purse,1,2,5.129783523135324e-05,3.964085386399223e-05
hello-/,1,1,5.129783523135324e-05,1.9820426931996114e-05
drivby-:0quit,1,1,5.129783523135324e-05,1.9820426931996114e-05
edrunk,1,1,5.129783523135324e-05,1.9820426931996114e-05
iff,1,1,5.129783523135324e-05,1.9820426931996114e-05
pthis,1,1,5.129783523135324e-05,1.9820426931996114e-05
senrd-dnot,1,1,5.129783523135324e-05,1.9820426931996114e-05
^,1,1,5.129783523135324e-05,1.9820426931996114e-05
dancce,1,1,5.129783523135324e-05,1.9820426931996114e-05
drum,1,1,5.129783523135324e-05,1.9820426931996114e-05
basq,1,1,5.129783523135324e-05,1.9820426931996114e-05
ihave,1,1,5.129783523135324e-05,1.9820426931996114e-05
2nhite,1,1,5.129783523135324e-05,1.9820426931996114e-05
ro,1,1,5.129783523135324e-05,1.9820426931996114e-05
xxxxxxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
morn,1,3,5.129783523135324e-05,5.946128079598835e-05
relieved,1,1,5.129783523135324e-05,1.9820426931996114e-05
westonzoyland,1,1,5.129783523135324e-05,1.9820426931996114e-05
greatness,1,1,5.129783523135324e-05,1.9820426931996114e-05
europe,2,1,0.00010259567046270647,1.9820426931996114e-05
nobody,1,10,5.129783523135324e-05,0.00019820426931996116
chinese,1,5,5.129783523135324e-05,9.910213465998058e-05
doc,1,7,5.129783523135324e-05,0.0001387429885239728
havin,2,2,0.00010259567046270647,3.964085386399223e-05
goin2bed,1,1,5.129783523135324e-05,1.9820426931996114e-05
only1more,1,1,5.129783523135324e-05,1.9820426931996114e-05
mc,1,1,5.129783523135324e-05,1.9820426931996114e-05
hun,1,4,5.129783523135324e-05,7.928170772798445e-05
2nite-tell,1,1,5.129783523135324e-05,1.9820426931996114e-05
every1,1,1,5.129783523135324e-05,1.9820426931996114e-05
ava,1,1,5.129783523135324e-05,1.9820426931996114e-05
goodtime,1,1,5.129783523135324e-05,1.9820426931996114e-05
oli,1,1,5.129783523135324e-05,1.9820426931996114e-05
rang,1,3,5.129783523135324e-05,5.946128079598835e-05
melnite,1,1,5.129783523135324e-05,1.9820426931996114e-05
ifink,1,1,5.129783523135324e-05,1.9820426931996114e-05
sorted,1,3,5.129783523135324e-05,5.946128079598835e-05
everythin,1,1,5.129783523135324e-05,1.9820426931996114e-05
mon.l8rs.x,1,1,5.129783523135324e-05,1.9820426931996114e-05
flip,1,2,5.129783523135324e-05,3.964085386399223e-05
shun,1,1,5.129783523135324e-05,1.9820426931996114e-05
bian,1,1,5.129783523135324e-05,1.9820426931996114e-05
glass,1,1,5.129783523135324e-05,1.9820426931996114e-05
exhibition,1,1,5.129783523135324e-05,1.9820426931996114e-05
el,1,1,5.129783523135324e-05,1.9820426931996114e-05
nino,1,1,5.129783523135324e-05,1.9820426931996114e-05
cbe,1,5,5.129783523135324e-05,9.910213465998058e-05
honey,1,8,5.129783523135324e-05,0.0001585634154559689
jd,1,2,5.129783523135324e-05,3.964085386399223e-05
executive,1,3,5.129783523135324e-05,5.946128079598835e-05
picked,5,4,0.0002564891761567662,7.928170772798445e-05
downstem,1,1,5.129783523135324e-05,1.9820426931996114e-05
wahala,1,1,5.129783523135324e-05,1.9820426931996114e-05
inperialmusic,1,1,5.129783523135324e-05,1.9820426931996114e-05
listening2the,1,1,5.129783523135324e-05,1.9820426931996114e-05
weirdest,1,2,5.129783523135324e-05,3.964085386399223e-05
byleafcutter,1,1,5.129783523135324e-05,1.9820426931996114e-05
john-sounds,1,1,5.129783523135324e-05,1.9820426931996114e-05
insect,1,1,5.129783523135324e-05,1.9820426931996114e-05
molested,1,1,5.129783523135324e-05,1.9820426931996114e-05
plumbing,1,1,5.129783523135324e-05,1.9820426931996114e-05
remixed,1,1,5.129783523135324e-05,1.9820426931996114e-05
evil,1,1,5.129783523135324e-05,1.9820426931996114e-05
acid,1,1,5.129783523135324e-05,1.9820426931996114e-05
didntgive,1,1,5.129783523135324e-05,1.9820426931996114e-05
bellearlier,1,1,5.129783523135324e-05,1.9820426931996114e-05
bedbut,1,1,5.129783523135324e-05,1.9820426931996114e-05
thepub,1,1,5.129783523135324e-05,1.9820426931996114e-05
l8tr,1,2,5.129783523135324e-05,3.964085386399223e-05
uwana,1,1,5.129783523135324e-05,1.9820426931996114e-05
jenxxx,1,1,5.129783523135324e-05,1.9820426931996114e-05
exact,1,4,5.129783523135324e-05,7.928170772798445e-05
2moro,1,4,5.129783523135324e-05,7.928170772798445e-05
jane,1,3,5.129783523135324e-05,5.946128079598835e-05
calls£1/minmoremobsemspobox45po139wa,2,1,0.00010259567046270647,1.9820426931996114e-05
tee,1,2,5.129783523135324e-05,3.964085386399223e-05
cheery,1,1,5.129783523135324e-05,1.9820426931996114e-05
cell,1,7,5.129783523135324e-05,0.0001387429885239728
thts,1,6,5.129783523135324e-05,0.0001189225615919767
dough,1,2,5.129783523135324e-05,3.964085386399223e-05
control,1,2,5.129783523135324e-05,3.964085386399223e-05
80488.biz,1,1,5.129783523135324e-05,1.9820426931996114e-05
weirdo,1,1,5.129783523135324e-05,1.9820426931996114e-05
mode,1,9,5.129783523135324e-05,0.00017838384238796505
stalk,1,1,5.129783523135324e-05,1.9820426931996114e-05
profile,1,2,5.129783523135324e-05,3.964085386399223e-05
jerry,1,2,5.129783523135324e-05,3.964085386399223e-05
irritates,1,2,5.129783523135324e-05,3.964085386399223e-05
fails,1,2,5.129783523135324e-05,3.964085386399223e-05
express,1,3,5.129783523135324e-05,5.946128079598835e-05
she.s,1,10,5.129783523135324e-05,0.00019820426931996116
drinkin,1,2,5.129783523135324e-05,3.964085386399223e-05
wondering,1,9,5.129783523135324e-05,0.00017838384238796505
others,1,9,5.129783523135324e-05,0.00017838384238796505
dog,2,7,0.00010259567046270647,0.0001387429885239728
tour,4,3,0.00020519134092541295,5.946128079598835e-05
9am,1,1,5.129783523135324e-05,1.9820426931996114e-05
5pm,1,2,5.129783523135324e-05,3.964085386399223e-05
95/pax,1,1,5.129783523135324e-05,1.9820426931996114e-05
50,2,3,0.00010259567046270647,5.946128079598835e-05
deposit,1,1,5.129783523135324e-05,1.9820426931996114e-05
jap,1,1,5.129783523135324e-05,1.9820426931996114e-05
disappeared,1,1,5.129783523135324e-05,1.9820426931996114e-05
birthdate,1,2,5.129783523135324e-05,3.964085386399223e-05
certificate,1,1,5.129783523135324e-05,1.9820426931996114e-05
publish,1,1,5.129783523135324e-05,1.9820426931996114e-05
nydc,1,2,5.129783523135324e-05,3.964085386399223e-05
wheellock,1,1,5.129783523135324e-05,1.9820426931996114e-05
destination,1,1,5.129783523135324e-05,1.9820426931996114e-05
fifty,1,1,5.129783523135324e-05,1.9820426931996114e-05
favour,1,4,5.129783523135324e-05,7.928170772798445e-05
settling,1,1,5.129783523135324e-05,1.9820426931996114e-05
happenin,1,1,5.129783523135324e-05,1.9820426931996114e-05
ola,1,2,5.129783523135324e-05,3.964085386399223e-05
cocksucker,1,1,5.129783523135324e-05,1.9820426931996114e-05
ipads,1,1,5.129783523135324e-05,1.9820426931996114e-05
worthless,1,1,5.129783523135324e-05,1.9820426931996114e-05
garbage,1,2,5.129783523135324e-05,3.964085386399223e-05
novelty,1,1,5.129783523135324e-05,1.9820426931996114e-05
item,2,1,0.00010259567046270647,1.9820426931996114e-05
t-shirt,1,1,5.129783523135324e-05,1.9820426931996114e-05
fran,1,3,5.129783523135324e-05,5.946128079598835e-05
broke,1,5,5.129783523135324e-05,9.910213465998058e-05
knackered,1,3,5.129783523135324e-05,5.946128079598835e-05
janx,1,1,5.129783523135324e-05,1.9820426931996114e-05
p.s,1,1,5.129783523135324e-05,1.9820426931996114e-05
-no,1,1,5.129783523135324e-05,1.9820426931996114e-05
designation,1,1,5.129783523135324e-05,1.9820426931996114e-05
software,1,3,5.129783523135324e-05,5.946128079598835e-05
developer,1,1,5.129783523135324e-05,1.9820426931996114e-05
jamster,3,1,0.0001538935056940597,1.9820426931996114e-05
videosound,1,1,5.129783523135324e-05,1.9820426931996114e-05
gold,1,2,5.129783523135324e-05,3.964085386399223e-05
videosounds+2,1,1,5.129783523135324e-05,1.9820426931996114e-05
logos+musicnews,1,1,5.129783523135324e-05,1.9820426931996114e-05
jamster.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
16+only,2,1,0.00010259567046270647,1.9820426931996114e-05
lion,2,3,0.00010259567046270647,5.946128079598835e-05
lionm,2,1,0.00010259567046270647,1.9820426931996114e-05
lionp,2,1,0.00010259567046270647,1.9820426931996114e-05
www.ringtones.co.uk,4,1,0.00020519134092541295,1.9820426931996114e-05
original,4,2,0.00020519134092541295,3.964085386399223e-05
3gbp,4,1,0.00020519134092541295,1.9820426931996114e-05
jokin,1,2,5.129783523135324e-05,3.964085386399223e-05
spirit,1,1,5.129783523135324e-05,1.9820426931996114e-05
bb,1,9,5.129783523135324e-05,0.00017838384238796505
shattered,1,1,5.129783523135324e-05,1.9820426931996114e-05
alrite,1,6,5.129783523135324e-05,0.0001189225615919767
idiot,2,3,0.00010259567046270647,5.946128079598835e-05
girlie,1,1,5.129783523135324e-05,1.9820426931996114e-05
darker,1,1,5.129783523135324e-05,1.9820426931996114e-05
styling,1,1,5.129783523135324e-05,1.9820426931996114e-05
whenevr,1,3,5.129783523135324e-05,5.946128079598835e-05
gray,1,1,5.129783523135324e-05,1.9820426931996114e-05
remembr,1,2,5.129783523135324e-05,3.964085386399223e-05
listn,1,1,5.129783523135324e-05,1.9820426931996114e-05
watevr,1,1,5.129783523135324e-05,1.9820426931996114e-05
“,2,1,0.00010259567046270647,1.9820426931996114e-05
harry,3,1,0.0001538935056940597,1.9820426931996114e-05
potter,2,1,0.00010259567046270647,1.9820426931996114e-05
phoenix,2,1,0.00010259567046270647,1.9820426931996114e-05
among,2,2,0.00010259567046270647,3.964085386399223e-05
reader,2,1,0.00010259567046270647,1.9820426931996114e-05
shd,1,7,5.129783523135324e-05,0.0001387429885239728
minus,1,1,5.129783523135324e-05,1.9820426931996114e-05
paragraph,1,1,5.129783523135324e-05,1.9820426931996114e-05
coveragd,1,1,5.129783523135324e-05,1.9820426931996114e-05
vasai,1,1,5.129783523135324e-05,1.9820426931996114e-05
retard,1,1,5.129783523135324e-05,1.9820426931996114e-05
bathroom,1,1,5.129783523135324e-05,1.9820426931996114e-05
sang,1,1,5.129783523135324e-05,1.9820426931996114e-05
'uptown,1,1,5.129783523135324e-05,1.9820426931996114e-05
80,1,1,5.129783523135324e-05,1.9820426931996114e-05
83600.,1,1,5.129783523135324e-05,1.9820426931996114e-05
february,1,4,5.129783523135324e-05,7.928170772798445e-05
rush,1,4,5.129783523135324e-05,7.928170772798445e-05
icic,1,1,5.129783523135324e-05,1.9820426931996114e-05
syria,1,1,5.129783523135324e-05,1.9820426931996114e-05
canada,1,2,5.129783523135324e-05,3.964085386399223e-05
goodnoon,1,2,5.129783523135324e-05,3.964085386399223e-05
gauge,1,1,5.129783523135324e-05,1.9820426931996114e-05
patty,1,2,5.129783523135324e-05,3.964085386399223e-05
interest,1,2,5.129783523135324e-05,3.964085386399223e-05
vl,1,8,5.129783523135324e-05,0.0001585634154559689
completing,1,1,5.129783523135324e-05,1.9820426931996114e-05
ax,1,1,5.129783523135324e-05,1.9820426931996114e-05
chill,1,3,5.129783523135324e-05,5.946128079598835e-05
6hrs,1,4,5.129783523135324e-05,7.928170772798445e-05
surgical,1,1,5.129783523135324e-05,1.9820426931996114e-05
emergency,1,1,5.129783523135324e-05,1.9820426931996114e-05
unfolds,1,1,5.129783523135324e-05,1.9820426931996114e-05
married,3,4,0.0001538935056940597,7.928170772798445e-05
frens,1,8,5.129783523135324e-05,0.0001585634154559689
korean,1,1,5.129783523135324e-05,1.9820426931996114e-05
fredericksburg,1,1,5.129783523135324e-05,1.9820426931996114e-05
que,1,1,5.129783523135324e-05,1.9820426931996114e-05
un,1,1,5.129783523135324e-05,1.9820426931996114e-05
buen,1,1,5.129783523135324e-05,1.9820426931996114e-05
tiempo,1,1,5.129783523135324e-05,1.9820426931996114e-05
chillin,1,3,5.129783523135324e-05,5.946128079598835e-05
super,4,3,0.00020519134092541295,5.946128079598835e-05
free2day,2,1,0.00010259567046270647,1.9820426931996114e-05
george,2,1,0.00010259567046270647,1.9820426931996114e-05
saucy,3,1,0.0001538935056940597,1.9820426931996114e-05
there,1,2,5.129783523135324e-05,3.964085386399223e-05
tmrw,1,2,5.129783523135324e-05,3.964085386399223e-05
compass,1,1,5.129783523135324e-05,1.9820426931996114e-05
soul,1,2,5.129783523135324e-05,3.964085386399223e-05
gnun,1,1,5.129783523135324e-05,1.9820426931996114e-05
way2sms.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
baaaaabe,1,1,5.129783523135324e-05,1.9820426931996114e-05
youuuuu,1,1,5.129783523135324e-05,1.9820426931996114e-05
ned,1,2,5.129783523135324e-05,3.964085386399223e-05
convince,1,1,5.129783523135324e-05,1.9820426931996114e-05
tht,1,9,5.129783523135324e-05,0.00017838384238796505
witot,1,1,5.129783523135324e-05,1.9820426931996114e-05
hurting,1,2,5.129783523135324e-05,3.964085386399223e-05
main,1,2,5.129783523135324e-05,3.964085386399223e-05
sweetie,1,2,5.129783523135324e-05,3.964085386399223e-05
blackberry,1,4,5.129783523135324e-05,7.928170772798445e-05
buyer,1,2,5.129783523135324e-05,3.964085386399223e-05
4a,1,2,5.129783523135324e-05,3.964085386399223e-05
%,4,7,0.00020519134092541295,0.0001387429885239728
pple,1,5,5.129783523135324e-05,9.910213465998058e-05
marry,1,6,5.129783523135324e-05,0.0001189225615919767
becz,1,1,5.129783523135324e-05,1.9820426931996114e-05
undrstndng,1,1,5.129783523135324e-05,1.9820426931996114e-05
avoids,1,1,5.129783523135324e-05,1.9820426931996114e-05
chain,1,3,5.129783523135324e-05,5.946128079598835e-05
suffer,1,1,5.129783523135324e-05,1.9820426931996114e-05
whn,1,2,5.129783523135324e-05,3.964085386399223e-05
arrested,1,5,5.129783523135324e-05,9.910213465998058e-05
suntec,1,3,5.129783523135324e-05,5.946128079598835e-05
steamboat,1,1,5.129783523135324e-05,1.9820426931996114e-05
dance,1,2,5.129783523135324e-05,3.964085386399223e-05
moji,1,4,5.129783523135324e-05,7.928170772798445e-05
forgive,1,1,5.129783523135324e-05,1.9820426931996114e-05
messenger,1,3,5.129783523135324e-05,5.946128079598835e-05
reaching,1,9,5.129783523135324e-05,0.00017838384238796505
tp,1,1,5.129783523135324e-05,1.9820426931996114e-05
fantasy,11,1,0.0005642761875448856,1.9820426931996114e-05
20p,7,1,0.0003590848466194727,1.9820426931996114e-05
croydon,7,1,0.0003590848466194727,1.9820426931996114e-05
cr9,7,1,0.0003590848466194727,1.9820426931996114e-05
5wb,7,1,0.0003590848466194727,1.9820426931996114e-05
0870,2,1,0.00010259567046270647,1.9820426931996114e-05
bbq,1,1,5.129783523135324e-05,1.9820426931996114e-05
6ish,1,1,5.129783523135324e-05,1.9820426931996114e-05
everyso,1,1,5.129783523135324e-05,1.9820426931996114e-05
panicks,1,1,5.129783523135324e-05,1.9820426931996114e-05
--,1,9,5.129783523135324e-05,0.00017838384238796505
fill,1,8,5.129783523135324e-05,0.0001585634154559689
write,1,10,5.129783523135324e-05,0.00019820426931996116
3,7,12,0.0003590848466194727,0.0002378451231839534
cover,1,10,5.129783523135324e-05,0.00019820426931996116
screen,1,3,5.129783523135324e-05,5.946128079598835e-05
gently,1,4,5.129783523135324e-05,7.928170772798445e-05
bear,2,3,0.00010259567046270647,5.946128079598835e-05
nick,1,1,5.129783523135324e-05,1.9820426931996114e-05
tom,1,3,5.129783523135324e-05,5.946128079598835e-05
fact,1,11,5.129783523135324e-05,0.00021802469625195728
upload,2,2,0.00010259567046270647,3.964085386399223e-05
auntie,1,1,5.129783523135324e-05,1.9820426931996114e-05
huai,1,1,5.129783523135324e-05,1.9820426931996114e-05
juan,1,2,5.129783523135324e-05,3.964085386399223e-05
1/2,4,1,0.00020519134092541295,1.9820426931996114e-05
linerental,5,1,0.0002564891761567662,1.9820426931996114e-05
call2optout/lf56,2,1,0.00010259567046270647,1.9820426931996114e-05
tlk,1,2,5.129783523135324e-05,3.964085386399223e-05
ideal,1,2,5.129783523135324e-05,3.964085386399223e-05
path,1,2,5.129783523135324e-05,3.964085386399223e-05
appear,1,1,5.129783523135324e-05,1.9820426931996114e-05
front,1,2,5.129783523135324e-05,3.964085386399223e-05
walking,1,7,5.129783523135324e-05,0.0001387429885239728
shot,2,2,0.00010259567046270647,3.964085386399223e-05
reserve,1,2,5.129783523135324e-05,3.964085386399223e-05
thirunelvali,1,1,5.129783523135324e-05,1.9820426931996114e-05
tirunelvali,1,2,5.129783523135324e-05,3.964085386399223e-05
tackle,1,1,5.129783523135324e-05,1.9820426931996114e-05
storming,1,3,5.129783523135324e-05,5.946128079598835e-05
phne,1,3,5.129783523135324e-05,5.946128079598835e-05
wt,1,3,5.129783523135324e-05,5.946128079598835e-05
meaning,1,7,5.129783523135324e-05,0.0001387429885239728
margaret,1,3,5.129783523135324e-05,5.946128079598835e-05
girlfrnd,1,6,5.129783523135324e-05,0.0001189225615919767
grahmbell,1,3,5.129783523135324e-05,5.946128079598835e-05
invnted,1,3,5.129783523135324e-05,5.946128079598835e-05
telphone,1,3,5.129783523135324e-05,5.946128079598835e-05
moral,1,9,5.129783523135324e-05,0.00017838384238796505
4get,1,4,5.129783523135324e-05,7.928170772798445e-05
popped,1,3,5.129783523135324e-05,5.946128079598835e-05
tonght,1,1,5.129783523135324e-05,1.9820426931996114e-05
ploughing,1,1,5.129783523135324e-05,1.9820426931996114e-05
pile,1,1,5.129783523135324e-05,1.9820426931996114e-05
ironing,1,1,5.129783523135324e-05,1.9820426931996114e-05
chinky,1,1,5.129783523135324e-05,1.9820426931996114e-05
k.i,1,3,5.129783523135324e-05,5.946128079598835e-05
wi,1,1,5.129783523135324e-05,1.9820426931996114e-05
nz,1,1,5.129783523135324e-05,1.9820426931996114e-05
unsold,1,3,5.129783523135324e-05,5.946128079598835e-05
aust,1,1,5.129783523135324e-05,1.9820426931996114e-05
bk,1,2,5.129783523135324e-05,3.964085386399223e-05
cafe,1,5,5.129783523135324e-05,9.910213465998058e-05
recharged,1,1,5.129783523135324e-05,1.9820426931996114e-05
kidding,1,2,5.129783523135324e-05,3.964085386399223e-05
papa,1,1,5.129783523135324e-05,1.9820426931996114e-05
shld,1,3,5.129783523135324e-05,5.946128079598835e-05
stretch,1,2,5.129783523135324e-05,3.964085386399223e-05
detailed,1,1,5.129783523135324e-05,1.9820426931996114e-05
sinco,1,2,5.129783523135324e-05,3.964085386399223e-05
payee,1,2,5.129783523135324e-05,3.964085386399223e-05
icicibank.com,1,2,5.129783523135324e-05,3.964085386399223e-05
urn,1,4,5.129783523135324e-05,7.928170772798445e-05
beware,2,2,0.00010259567046270647,3.964085386399223e-05
fraud,1,2,5.129783523135324e-05,3.964085386399223e-05
share,1,7,5.129783523135324e-05,0.0001387429885239728
disclose,1,2,5.129783523135324e-05,3.964085386399223e-05
vote,2,4,0.00010259567046270647,7.928170772798445e-05
caring,1,3,5.129783523135324e-05,5.946128079598835e-05
loser,1,1,5.129783523135324e-05,1.9820426931996114e-05
kaiez,1,2,5.129783523135324e-05,3.964085386399223e-05
tuition,1,4,5.129783523135324e-05,7.928170772798445e-05
option,1,3,5.129783523135324e-05,5.946128079598835e-05
beta,1,1,5.129783523135324e-05,1.9820426931996114e-05
practicing,1,2,5.129783523135324e-05,3.964085386399223e-05
noncomittal,1,1,5.129783523135324e-05,1.9820426931996114e-05
beneath,1,2,5.129783523135324e-05,3.964085386399223e-05
pale,1,2,5.129783523135324e-05,3.964085386399223e-05
goodnite,1,3,5.129783523135324e-05,5.946128079598835e-05
150p/msgrcvdhg/suite342/2lands/row/w1j6hl,4,1,0.00020519134092541295,1.9820426931996114e-05
snickering,1,1,5.129783523135324e-05,1.9820426931996114e-05
totally,2,4,0.00010259567046270647,7.928170772798445e-05
chord,1,1,5.129783523135324e-05,1.9820426931996114e-05
before.went,1,1,5.129783523135324e-05,1.9820426931996114e-05
rem,1,5,5.129783523135324e-05,9.910213465998058e-05
silver,1,2,5.129783523135324e-05,3.964085386399223e-05
lmao,1,7,5.129783523135324e-05,0.0001387429885239728
silence,1,2,5.129783523135324e-05,3.964085386399223e-05
www.ldew.com,2,1,0.00010259567046270647,1.9820426931996114e-05
win150ppmx3age16,1,1,5.129783523135324e-05,1.9820426931996114e-05
revision,1,2,5.129783523135324e-05,3.964085386399223e-05
boyf,1,1,5.129783523135324e-05,1.9820426931996114e-05
interviw,1,1,5.129783523135324e-05,1.9820426931996114e-05
exeter,1,2,5.129783523135324e-05,3.964085386399223e-05
spreadsheet,1,1,5.129783523135324e-05,1.9820426931996114e-05
whose,2,1,0.00010259567046270647,1.9820426931996114e-05
determine,1,1,5.129783523135324e-05,1.9820426931996114e-05
entire,1,1,5.129783523135324e-05,1.9820426931996114e-05
arsenal,3,1,0.0001538935056940597,1.9820426931996114e-05
dartboard,1,1,5.129783523135324e-05,1.9820426931996114e-05
treble,1,1,5.129783523135324e-05,1.9820426931996114e-05
coat,1,2,5.129783523135324e-05,3.964085386399223e-05
painful,1,3,5.129783523135324e-05,5.946128079598835e-05
everybody,1,5,5.129783523135324e-05,9.910213465998058e-05
recognises,1,1,5.129783523135324e-05,1.9820426931996114e-05
alone,4,14,0.00020519134092541295,0.0002774859770479456
wisheds,1,1,5.129783523135324e-05,1.9820426931996114e-05
intrepid,1,1,5.129783523135324e-05,1.9820426931996114e-05
duo,1,1,5.129783523135324e-05,1.9820426931996114e-05
missin,1,3,5.129783523135324e-05,5.946128079598835e-05
guilty,1,3,5.129783523135324e-05,5.946128079598835e-05
aiya,1,4,5.129783523135324e-05,7.928170772798445e-05
cardiff,1,3,5.129783523135324e-05,5.946128079598835e-05
addie,1,3,5.129783523135324e-05,5.946128079598835e-05
tues,1,2,5.129783523135324e-05,3.964085386399223e-05
breeze,1,1,5.129783523135324e-05,1.9820426931996114e-05
bright,1,4,5.129783523135324e-05,7.928170772798445e-05
fresh,1,1,5.129783523135324e-05,1.9820426931996114e-05
twittering,1,1,5.129783523135324e-05,1.9820426931996114e-05
restaurant,1,2,5.129783523135324e-05,3.964085386399223e-05
textpod,2,1,0.00010259567046270647,1.9820426931996114e-05
pod,4,1,0.00020519134092541295,1.9820426931996114e-05
www.textpod.net,2,1,0.00010259567046270647,1.9820426931996114e-05
ducking,1,1,5.129783523135324e-05,1.9820426931996114e-05
chinchilla,1,1,5.129783523135324e-05,1.9820426931996114e-05
function,1,2,5.129783523135324e-05,3.964085386399223e-05
headstart,1,1,5.129783523135324e-05,1.9820426931996114e-05
2.30ish,1,1,5.129783523135324e-05,1.9820426931996114e-05
desperate,1,2,5.129783523135324e-05,3.964085386399223e-05
earlier-we,1,1,5.129783523135324e-05,1.9820426931996114e-05
rummer,1,1,5.129783523135324e-05,1.9820426931996114e-05
flying,1,1,5.129783523135324e-05,1.9820426931996114e-05
monkey,1,3,5.129783523135324e-05,5.946128079598835e-05
certainly,1,3,5.129783523135324e-05,5.946128079598835e-05
optin,1,1,5.129783523135324e-05,1.9820426931996114e-05
bbc,1,1,5.129783523135324e-05,1.9820426931996114e-05
thanks2,1,1,5.129783523135324e-05,1.9820426931996114e-05
rajini,1,1,5.129783523135324e-05,1.9820426931996114e-05
practical,1,2,5.129783523135324e-05,3.964085386399223e-05
stupid.its,1,3,5.129783523135324e-05,5.946128079598835e-05
matched,1,1,5.129783523135324e-05,1.9820426931996114e-05
optout,5,1,0.0002564891761567662,1.9820426931996114e-05
help08714742804,1,1,5.129783523135324e-05,1.9820426931996114e-05
spy,1,1,5.129783523135324e-05,1.9820426931996114e-05
claire,2,2,0.00010259567046270647,3.964085386399223e-05
2nite,4,6,0.00020519134092541295,0.0001189225615919767
bought,1,5,5.129783523135324e-05,9.910213465998058e-05
costing,2,1,0.00010259567046270647,1.9820426931996114e-05
offering,1,1,5.129783523135324e-05,1.9820426931996114e-05
yalru,1,1,5.129783523135324e-05,1.9820426931996114e-05
lyfu,1,2,5.129783523135324e-05,3.964085386399223e-05
astne,1,1,5.129783523135324e-05,1.9820426931996114e-05
innu,1,1,5.129783523135324e-05,1.9820426931996114e-05
mundhe,1,1,5.129783523135324e-05,1.9820426931996114e-05
lyf,1,2,5.129783523135324e-05,3.964085386399223e-05
ali,1,2,5.129783523135324e-05,3.964085386399223e-05
halla,1,1,5.129783523135324e-05,1.9820426931996114e-05
ke,1,2,5.129783523135324e-05,3.964085386399223e-05
bilo,1,1,5.129783523135324e-05,1.9820426931996114e-05
program,1,3,5.129783523135324e-05,5.946128079598835e-05
